n k length
188 79 0
188 80 0
188 81 0
188 82 0
188 83 0
188 84 0
188 85 0
188 86 0
188 87 0
188 88 0
188 89 0
188 90 0
188 91 0
188 92 0
188 93 0
188 94 0
188 95 0
188 96 0
188 97 0
188 98 0
188 99 0
188 100 0
188 101 0
188 102 0
188 103 0
188 104 0
188 105 0
188 106 0
188 107 0
188 108 0
188 109 0
188 110 0
188 111 0
188 112 0
188 113 0
188 114 0
188 115 0
188 116 0
188 117 0
188 118 0
188 119 0
188 120 0
188 121 0
188 122 0
188 123 0
188 124 0
188 125 0
188 126 0
188 127 0
188 128 0
188 129 0
188 130 0
188 131 0
188 132 0
188 133 0
188 134 0
188 135 0
188 136 0
188 137 0
188 138 0
188 139 0
188 140 0
188 141 0
188 142 0
188 143 0
188 144 0
188 145 0
188 146 0
188 147 0
188 148 0
188 149 0
188 150 0
188 151 0
188 152 0
188 153 0
188 154 0
188 155 0
188 156 0
188 157 0
188 158 0
188 159 0
188 160 0
188 161 0
188 162 0
188 163 0
188 164 0
188 165 0
188 166 0
188 167 0
188 168 0
188 169 0
188 170 0
188 171 0
188 172 0
188 173 0
188 174 0
188 175 0
188 176 0
188 177 0
188 178 0
188 179 0
188 180 0
188 181 0
188 182 0
188 183 0
188 184 0
188 185 0
188 186 0
188 187 0
188 188 0
189 0 1
189 1 0
189 2 0
189 3 0
189 4 0
189 5 0
189 6 0
189 7 0
189 8 0
189 9 0
189 10 0
189 11 0
189 12 0
189 13 0
189 14 0
189 15 0
189 16 0
189 17 0
189 18 0
189 19 0
189 20 0
189 21 0
189 22 0
189 23 0
189 24 0
189 25 0
189 26 0
189 27 0
189 28 0
189 29 0
189 30 0
189 31 0
189 32 0
189 33 0
189 34 0
189 35 0
189 36 0
189 37 0
189 38 0
189 39 0
189 40 0
189 41 0
189 42 0
189 43 0
189 44 0
189 45 0
189 46 0
189 47 0
189 48 0
189 49 0
189 50 0
189 51 0
189 52 0
189 53 0
189 54 0
189 55 0
189 56 0
189 57 0
189 58 0
189 59 0
189 60 0
189 61 0
189 62 0
189 63 0
189 64 0
189 65 0
189 66 0
189 67 0
189 68 0
189 69 0
189 70 0
189 71 0
189 72 0
189 73 0
189 74 0
189 75 0
189 76 0
189 77 0
189 78 0
189 79 0
189 80 0
189 81 0
189 82 0
189 83 0
189 84 0
189 85 0
189 86 0
189 87 0
189 88 0
189 89 0
189 90 0
189 91 0
189 92 0
189 93 0
189 94 0
189 95 0
189 96 0
189 97 0
189 98 0
189 99 0
189 100 0
189 101 0
189 102 0
189 103 0
189 104 0
189 105 0
189 106 0
189 107 0
189 108 0
189 109 0
189 110 0
189 111 0
189 112 0
189 113 0
189 114 0
189 115 0
189 116 0
189 117 0
189 118 0
189 119 0
189 120 0
189 121 0
189 122 0
189 123 0
189 124 0
189 125 0
189 126 0
189 127 0
189 128 0
189 129 0
189 130 0
189 131 0
189 132 0
189 133 0
189 134 0
189 135 0
189 136 0
189 137 0
189 138 0
189 139 0
189 140 0
189 141 0
189 142 0
189 143 0
189 144 0
189 145 0
189 146 0
189 147 0
189 148 0
189 149 0
189 150 0
189 151 0
189 152 0
189 153 0
189 154 0
189 155 0
189 156 0
189 157 0
189 158 0
189 159 0
189 160 0
189 161 0
189 162 0
189 163 0
189 164 0
189 165 0
189 166 0
189 167 0
189 168 0
189 169 0
189 170 0
189 171 0
189 172 0
189 173 0
189 174 0
189 175 0
189 176 0
189 177 0
189 178 0
189 179 0
189 180 0
189 181 0
189 182 0
189 183 0
189 184 0
189 185 0
189 186 0
189 187 0
189 188 0
189 189 0
190 0 1
190 1 0
190 2 0
190 3 0
190 4 0
190 5 0
190 6 0
190 7 0
190 8 0
190 9 0
190 10 0
190 11 0
190 12 0
190 13 0
190 14 0
190 15 0
190 16 0
190 17 0
190 18 0
190 19 0
190 20 0
190 21 0
190 22 0
190 23 0
190 24 0
190 25 0
190 26 0
190 27 0
190 28 0
190 29 0
190 30 0
190 31 0
190 32 0
190 33 0
190 34 0
190 35 0
190 36 0
190 37 0
190 38 0
190 39 0
190 40 0
190 41 0
190 42 0
190 43 0
190 44 0
190 45 0
190 46 0
190 47 0
190 48 0
190 49 0
190 50 0
190 51 0
190 52 0
190 53 0
190 54 0
190 55 0
190 56 0
190 57 0
190 58 0
190 59 0
190 60 0
190 61 0
190 62 0
190 63 0
190 64 0
190 65 0
190 66 0
190 67 0
190 68 0
190 69 0
190 70 0
190 71 0
190 72 0
190 73 0
190 74 0
190 75 0
190 76 0
190 77 0
190 78 0
190 79 0
190 80 0
190 81 0
190 82 0
190 83 0
190 84 0
190 85 0
190 86 0
190 87 0
190 88 0
190 89 0
190 90 0
190 91 0
190 92 0
190 93 0
190 94 0
190 95 0
190 96 0
190 97 0
190 98 0
190 99 0
190 100 0
190 101 0
190 102 0
190 103 0
190 104 0
190 105 0
190 106 0
190 107 0
190 108 0
190 109 0
190 110 0
190 111 0
190 112 0
190 113 0
190 114 0
190 115 0
190 116 0
190 117 0
190 118 0
190 119 0
190 120 0
190 121 0
190 122 0
190 123 0
190 124 0
190 125 0
190 126 0
190 127 0
190 128 0
190 129 0
190 130 0
190 131 0
190 132 0
190 133 0
190 134 0
190 135 0
190 136 0
190 137 0
190 138 0
190 139 0
190 140 0
190 141 0
190 142 0
190 143 0
190 144 0
190 145 0
190 146 0
190 147 0
190 148 0
190 149 0
190 150 0
190 151 0
190 152 0
190 153 0
190 154 0
190 155 0
190 156 0
190 157 0
190 158 0
190 159 0
190 160 0
190 161 0
190 162 0
190 163 0
190 164 0
190 165 0
190 166 0
190 167 0
190 168 0
190 169 0
190 170 0
190 171 0
190 172 0
190 173 0
190 174 0
190 175 0
190 176 0
190 177 0
190 178 0
190 179 0
190 180 0
190 181 0
190 182 0
190 183 0
190 184 0
190 185 0
190 186 0
190 187 0
190 188 0
190 189 0
190 190 0
191 0 1
191 1 0
191 2 0
191 3 0
191 4 0
191 5 0
191 6 0
191 7 0
191 8 0
191 9 0
191 10 0
191 11 0
191 12 0
191 13 0
191 14 0
191 15 0
191 16 0
191 17 0
191 18 0
191 19 0
191 20 0
191 21 0
191 22 0
191 23 0
191 24 0
191 25 0
191 26 0
191 27 0
191 28 0
191 29 0
191 30 0
191 31 0
191 32 0
191 33 0
191 34 0
191 35 0
191 36 0
191 37 0
191 38 0
191 39 0
191 40 0
191 41 0
191 42 0
191 43 0
191 44 0
191 45 0
191 46 0
191 47 0
191 48 0
191 49 0
191 50 0
191 51 0
191 52 0
191 53 0
191 54 0
191 55 0
191 56 0
191 57 0
191 58 0
191 59 0
191 60 0
191 61 0
191 62 0
191 63 0
191 64 0
191 65 0
191 66 0
191 67 0
191 68 0
191 69 0
191 70 0
191 71 0
191 72 0
191 73 0
191 74 0
191 75 0
191 76 0
191 77 0
191 78 0
191 79 0
191 80 0
191 81 0
191 82 0
191 83 0
191 84 0
191 85 0
191 86 0
191 87 0
191 88 0
191 89 0
191 90 0
191 91 0
191 92 0
191 93 0
191 94 0
191 95 0
191 96 0
191 97 0
191 98 0
191 99 0
191 100 0
191 101 0
191 102 0
191 103 0
191 104 0
191 105 0
191 106 0
191 107 0
191 108 0
191 109 0
191 110 0
191 111 0
191 112 0
191 113 0
191 114 0
191 115 0
191 116 0
191 117 0
191 118 0
191 119 0
191 120 0
191 121 0
191 122 0
191 123 0
191 124 0
191 125 0
191 126 0
191 127 0
191 128 0
191 129 0
191 130 0
191 131 0
191 132 0
191 133 0
191 134 0
191 135 0
191 136 0
191 137 0
191 138 0
191 139 0
191 140 0
191 141 0
191 142 0
191 143 0
191 144 0
191 145 0
191 146 0
191 147 0
191 148 0
191 149 0
191 150 0
191 151 0
191 152 0
191 153 0
191 154 0
191 155 0
191 156 0
191 157 0
191 158 0
191 159 0
191 160 0
191 161 0
191 162 0
191 163 0
191 164 0
191 165 0
191 166 0
191 167 0
191 168 0
191 169 0
191 170 0
191 171 0
191 172 0
191 173 0
191 174 0
191 175 0
191 176 0
191 177 0
191 178 0
191 179 0
191 180 0
191 181 0
191 182 0
191 183 0
191 184 0
191 185 0
191 186 0
191 187 0
191 188 0
191 189 0
191 190 0
191 191 0
192 0 1
192 1 0
192 2 0
192 3 0
192 4 0
192 5 0
192 6 0
192 7 0
192 8 0
192 9 0
192 10 0
192 11 0
192 12 0
192 13 0
192 14 0
192 15 0
192 16 0
192 17 0
192 18 0
192 19 0
192 20 0
192 21 0
192 22 0
192 23 0
192 24 0
192 25 0
192 26 0
192 27 0
192 28 0
192 29 0
192 30 0
192 31 0
192 32 0
192 33 0
192 34 0
192 35 0
192 36 0
192 37 0
192 38 0
192 39 0
192 40 0
192 41 0
192 42 0
192 43 0
192 44 0
192 45 0
192 46 0
192 47 0
192 48 0
192 49 0
192 50 0
192 51 0
192 52 0
192 53 0
192 54 0
192 55 0
192 56 0
192 57 0
192 58 0
192 59 0
192 60 0
192 61 0
192 62 0
192 63 0
192 64 0
192 65 0
192 66 0
192 67 0
192 68 0
192 69 0
192 70 0
192 71 0
192 72 0
192 73 0
192 74 0
192 75 0
192 76 0
192 77 0
192 78 0
192 79 0
192 80 0
192 81 0
192 82 0
192 83 0
192 84 0
192 85 0
192 86 0
192 87 0
192 88 0
192 89 0
192 90 0
192 91 0
192 92 0
192 93 0
192 94 0
192 95 0
192 96 0
192 97 0
192 98 0
192 99 0
192 100 0
192 101 0
192 102 0
192 103 0
192 104 0
192 105 0
192 106 0
192 107 0
192 108 0
192 109 0
192 110 0
192 111 0
192 112 0
192 113 0
192 114 0
192 115 0
192 116 0
192 117 0
192 118 0
192 119 0
192 120 0
192 121 0
192 122 0
192 123 0
192 124 0
192 125 0
192 126 0
192 127 0
192 128 0
192 129 0
192 130 0
192 131 0
192 132 0
192 133 0
192 134 0
192 135 0
192 136 0
192 137 0
192 138 0
192 139 0
192 140 0
192 141 0
192 142 0
192 143 0
192 144 0
192 145 0
192 146 0
192 147 0
192 148 0
192 149 0
192 150 0
192 151 0
192 152 0
192 153 0
192 154 0
192 155 0
192 156 0
192 157 0
192 158 0
192 159 0
192 160 0
192 161 0
192 162 0
192 163 0
192 164 0
192 165 0
192 166 0
192 167 0
192 168 0
192 169 0
192 170 0
192 171 0
192 172 0
192 173 0
192 174 0
192 175 0
192 176 0
192 177 0
192 178 0
192 179 0
192 180 0
192 181 0
192 182 0
192 183 0
192 184 0
192 185 0
192 186 0
192 187 0
192 188 0
192 189 0
192 190 0
192 191 0
192 192 0
193 0 1
193 1 0
193 2 0
193 3 0
193 4 0
193 5 0
193 6 0
193 7 0
193 8 0
193 9 0
193 10 0
193 11 0
193 12 0
193 13 0
193 14 0
193 15 0
193 16 0
193 17 0
193 18 0
193 19 0
193 20 0
193 21 0
193 22 0
193 23 0
193 24 0
193 25 0
193 26 0
193 27 0
193 28 0
193 29 0
193 30 0
193 31 0
193 32 0
193 33 0
193 34 0
193 35 0
193 36 0
193 37 0
193 38 0
193 39 0
193 40 0
193 41 0
193 42 0
193 43 0
193 44 0
193 45 0
193 46 0
193 47 0
193 48 0
193 49 0
193 50 0
193 51 0
193 52 0
193 53 0
193 54 0
193 55 0
193 56 0
193 57 0
193 58 0
193 59 0
193 60 0
193 61 0
193 62 0
193 63 0
193 64 0
193 65 0
193 66 0
193 67 0
193 68 0
193 69 0
193 70 0
193 71 0
193 72 0
193 73 0
193 74 0
193 75 0
193 76 0
193 77 0
193 78 0
193 79 0
193 80 0
193 81 0
193 82 0
193 83 0
193 84 0
193 85 0
193 86 0
193 87 0
193 88 0
193 89 0
193 90 0
193 91 0
193 92 0
193 93 0
193 94 0
193 95 0
193 96 0
193 97 0
193 98 0
193 99 0
193 100 0
193 101 0
193 102 0
193 103 0
193 104 0
193 105 0
193 106 0
193 107 0
193 108 0
193 109 0
193 110 0
193 111 0
193 112 0
193 113 0
193 114 0
193 115 0
193 116 0
193 117 0
193 118 0
193 119 0
193 120 0
193 121 0
193 122 0
193 123 0
193 124 0
193 125 0
193 126 0
193 127 0
193 128 0
193 129 0
193 130 0
193 131 0
193 132 0
193 133 0
193 134 0
193 135 0
193 136 0
193 137 0
193 138 0
193 139 0
193 140 0
193 141 0
193 142 0
193 143 0
193 144 0
193 145 0
193 146 0
193 147 0
193 148 0
193 149 0
193 150 0
193 151 0
193 152 0
193 153 0
193 154 0
193 155 0
193 156 0
193 157 0
193 158 0
193 159 0
193 160 0
193 161 0
193 162 0
193 163 0
193 164 0
193 165 0
193 166 0
193 167 0
193 168 0
193 169 0
193 170 0
193 171 0
193 172 0
193 173 0
193 174 0
193 175 0
193 176 0
193 177 0
193 178 0
193 179 0
193 180 0
193 181 0
193 182 0
193 183 0
193 184 0
193 185 0
193 186 0
193 187 0
193 188 0
193 189 0
193 190 0
193 191 0
193 192 0
193 193 0
194 0 1
194 1 0
194 2 0
194 3 0
194 4 0
194 5 0
194 6 0
194 7 0
194 8 0
194 9 0
194 10 0
194 11 0
194 12 0
194 13 0
194 14 0
194 15 0
194 16 0
194 17 0
194 18 0
194 19 0
194 20 0
194 21 0
194 22 0
194 23 0
194 24 0
194 25 0
194 26 0
194 27 0
194 28 0
194 29 0
194 30 0
194 31 0
194 32 0
194 33 0
194 34 0
194 35 0
194 36 0
194 37 0
194 38 0
194 39 0
194 40 0
194 41 0
194 42 0
194 43 0
194 44 0
194 45 0
194 46 0
194 47 0
194 48 0
194 49 0
194 50 0
194 51 0
194 52 0
194 53 0
194 54 0
194 55 0
194 56 0
194 57 0
194 58 0
194 59 0
194 60 0
194 61 0
194 62 0
194 63 0
194 64 0
194 65 0
194 66 0
194 67 0
194 68 0
194 69 0
194 70 0
194 71 0
194 72 0
194 73 0
194 74 0
194 75 0
194 76 0
194 77 0
194 78 0
194 79 0
194 80 0
194 81 0
194 82 0
194 83 0
194 84 0
194 85 0
194 86 0
194 87 0
194 88 0
194 89 0
194 90 0
194 91 0
194 92 0
194 93 0
194 94 0
194 95 0
194 96 0
194 97 0
194 98 0
194 99 0
194 100 0
194 101 0
194 102 0
194 103 0
194 104 0
194 105 0
194 106 0
194 107 0
194 108 0
194 109 0
194 110 0
194 111 0
194 112 0
194 113 0
194 114 0
194 115 0
194 116 0
194 117 0
194 118 0
194 119 0
194 120 0
194 121 0
194 122 0
194 123 0
194 124 0
194 125 0
194 126 0
194 127 0
194 128 0
194 129 0
194 130 0
194 131 0
194 132 0
194 133 0
194 134 0
194 135 0
194 136 0
194 137 0
194 138 0
194 139 0
194 140 0
194 141 0
194 142 0
194 143 0
194 144 0
194 145 0
194 146 0
194 147 0
194 148 0
194 149 0
194 150 0
194 151 0
194 152 0
194 153 0
194 154 0
194 155 0
194 156 0
194 157 0
194 158 0
194 159 0
194 160 0
194 161 0
194 162 0
194 163 0
194 164 0
194 165 0
194 166 0
194 167 0
194 168 0
194 169 0
194 170 0
194 171 0
194 172 0
194 173 0
194 174 0
194 175 0
194 176 0
194 177 0
194 178 0
194 179 0
194 180 0
194 181 0
194 182 0
194 183 0
194 184 0
194 185 0
194 186 0
194 187 0
194 188 0
194 189 0
194 190 0
194 191 0
194 192 0
194 193 0
194 194 0
195 0 1
195 1 0
195 2 0
195 3 0
195 4 0
195 5 0
195 6 0
195 7 0
195 8 0
195 9 0
195 10 0
195 11 0
195 12 0
195 13 0
195 14 0
195 15 0
195 16 0
195 17 0
195 18 0
195 19 0
195 20 0
195 21 0
195 22 0
195 23 0
195 24 0
195 25 0
195 26 0
195 27 0
195 28 0
195 29 0
195 30 0
195 31 0
195 32 0
195 33 0
195 34 0
195 35 0
195 36 0
195 37 0
195 38 0
195 39 0
195 40 0
195 41 0
195 42 0
195 43 0
195 44 0
195 45 0
195 46 0
195 47 0
195 48 0
195 49 0
195 50 0
195 51 0
195 52 0
195 53 0
195 54 0
195 55 0
195 56 0
195 57 0
195 58 0
195 59 0
195 60 0
195 61 0
195 62 0
195 63 0
195 64 0
195 65 0
195 66 0
195 67 0
195 68 0
195 69 0
195 70 0
195 71 0
195 72 0
195 73 0
195 74 0
195 75 0
195 76 0
195 77 0
195 78 0
195 79 0
195 80 0
195 81 0
195 82 0
195 83 0
195 84 0
195 85 0
195 86 0
195 87 0
195 88 0
195 89 0
195 90 0
195 91 0
195 92 0
195 93 0
195 94 0
195 95 0
195 96 0
195 97 0
195 98 0
195 99 0
195 100 0
195 101 0
195 102 0
195 103 0
195 104 0
195 105 0
195 106 0
195 107 0
195 108 0
195 109 0
195 110 0
195 111 0
195 112 0
195 113 0
195 114 0
195 115 0
195 116 0
195 117 0
195 118 0
195 119 0
195 120 0
195 121 0
195 122 0
195 123 0
195 124 0
195 125 0
195 126 0
195 127 0
195 128 0
195 129 0
195 130 0
195 131 0
195 132 0
195 133 0
195 134 0
195 135 0
195 136 0
195 137 0
195 138 0
195 139 0
195 140 0
195 141 0
195 142 0
195 143 0
195 144 0
195 145 0
195 146 0
195 147 0
195 148 0
195 149 0
195 150 0
195 151 0
195 152 0
195 153 0
195 154 0
195 155 0
195 156 0
195 157 0
195 158 0
195 159 0
195 160 0
195 161 0
195 162 0
195 163 0
195 164 0
195 165 0
195 166 0
195 167 0
195 168 0
195 169 0
195 170 0
195 171 0
195 172 0
195 173 0
195 174 0
195 175 0
195 176 0
195 177 0
195 178 0
195 179 0
195 180 0
195 181 0
195 182 0
195 183 0
195 184 0
195 185 0
195 186 0
195 187 0
195 188 0
195 189 0
195 190 0
195 191 0
195 192 0
195 193 0
195 194 0
195 195 0
196 0 1
196 1 0
196 2 0
196 3 0
196 4 0
196 5 0
196 6 0
196 7 0
196 8 0
196 9 0
196 10 0
196 11 0
196 12 0
196 13 0
196 14 0
196 15 0
196 16 0
196 17 0
196 18 0
196 19 0
196 20 0
196 21 0
196 22 0
196 23 0
196 24 0
196 25 0
196 26 0
196 27 0
196 28 0
196 29 0
196 30 0
196 31 0
196 32 0
196 33 0
196 34 0
196 35 0
196 36 0
196 37 0
196 38 0
196 39 0
196 40 0
196 41 0
196 42 0
196 43 0
196 44 0
196 45 0
196 46 0
196 47 0
196 48 0
196 49 0
196 50 0
196 51 0
196 52 0
196 53 0
196 54 0
196 55 0
196 56 0
196 57 0
196 58 0
196 59 0
196 60 0
196 61 0
196 62 0
196 63 0
196 64 0
196 65 0
196 66 0
196 67 0
196 68 0
196 69 0
196 70 0
196 71 0
196 72 0
196 73 0
196 74 0
196 75 0
196 76 0
196 77 0
196 78 0
196 79 0
196 80 0
196 81 0
196 82 0
196 83 0
196 84 0
196 85 0
196 86 0
196 87 0
196 88 0
196 89 0
196 90 0
196 91 0
196 92 0
196 93 0
196 94 0
196 95 0
196 96 0
196 97 0
196 98 0
196 99 0
196 100 0
196 101 0
196 102 0
196 103 0
196 104 0
196 105 0
196 106 0
196 107 0
196 108 0
196 109 0
196 110 0
196 111 0
196 112 0
196 113 0
196 114 0
196 115 0
196 116 0
196 117 0
196 118 0
196 119 0
196 120 0
196 121 0
196 122 0
196 123 0
196 124 0
196 125 0
196 126 0
196 127 0
196 128 0
196 129 0
196 130 0
196 131 0
196 132 0
196 133 0
196 134 0
196 135 0
196 136 0
196 137 0
196 138 0
196 139 0
196 140 0
196 141 0
196 142 0
196 143 0
196 144 0
196 145 0
196 146 0
196 147 0
196 148 0
196 149 0
196 150 0
196 151 0
196 152 0
196 153 0
196 154 0
196 155 0
196 156 0
196 157 0
196 158 0
196 159 0
196 160 0
196 161 0
196 162 0
196 163 0
196 164 0
196 165 0
196 166 0
196 167 0
196 168 0
196 169 0
196 170 0
196 171 0
196 172 0
196 173 0
196 174 0
196 175 0
196 176 0
196 177 0
196 178 0
196 179 0
196 180 0
196 181 0
196 182 0
196 183 0
196 184 0
196 185 0
196 186 0
196 187 0
196 188 0
196 189 0
196 190 0
196 191 0
196 192 0
196 193 0
196 194 0
196 195 0
196 196 0
197 0 1
197 1 0
197 2 0
197 3 0
197 4 0
197 5 0
197 6 0
197 7 0
197 8 0
197 9 0
197 10 0
197 11 0
197 12 0
197 13 0
197 14 0
197 15 0
197 16 0
197 17 0
197 18 0
197 19 0
197 20 0
197 21 0
197 22 0
197 23 0
197 24 0
197 25 0
197 26 0
197 27 0
197 28 0
197 29 0
197 30 0
197 31 0
197 32 0
197 33 0
197 34 0
197 35 0
197 36 0
197 37 0
197 38 0
197 39 0
197 40 0
197 41 0
197 42 0
197 43 0
197 44 0
197 45 0
197 46 0
197 47 0
197 48 0
197 49 0
197 50 0
197 51 0
197 52 0
197 53 0
197 54 0
197 55 0
197 56 0
197 57 0
197 58 0
197 59 0
197 60 0
197 61 0
197 62 0
197 63 0
197 64 0
197 65 0
197 66 0
197 67 0
197 68 0
197 69 0
197 70 0
197 71 0
197 72 0
197 73 0
197 74 0
197 75 0
197 76 0
197 77 0
197 78 0
197 79 0
197 80 0
197 81 0
197 82 0
197 83 0
197 84 0
197 85 0
197 86 0
197 87 0
197 88 0
197 89 0
197 90 0
197 91 0
197 92 0
197 93 0
197 94 0
197 95 0
197 96 0
197 97 0
197 98 0
197 99 0
197 100 0
197 101 0
197 102 0
197 103 0
197 104 0
197 105 0
197 106 0
197 107 0
197 108 0
197 109 0
197 110 0
197 111 0
197 112 0
197 113 0
197 114 0
197 115 0
197 116 0
197 117 0
197 118 0
197 119 0
197 120 0
197 121 0
197 122 0
197 123 0
197 124 0
197 125 0
197 126 0
197 127 0
197 128 0
197 129 0
197 130 0
197 131 0
197 132 0
197 133 0
197 134 0
197 135 0
197 136 0
197 137 0
197 138 0
197 139 0
197 140 0
197 141 0
197 142 0
197 143 0
197 144 0
197 145 0
197 146 0
197 147 0
197 148 0
197 149 0
197 150 0
197 151 0
197 152 0
197 153 0
197 154 0
197 155 0
197 156 0
197 157 0
197 158 0
197 159 0
197 160 0
197 161 0
197 162 0
197 163 0
197 164 0
197 165 0
197 166 0
197 167 0
197 168 0
197 169 0
197 170 0
197 171 0
197 172 0
197 173 0
197 174 0
197 175 0
197 176 0
197 177 0
197 178 0
197 179 0
197 180 0
197 181 0
197 182 0
197 183 0
197 184 0
197 185 0
197 186 0
197 187 0
197 188 0
197 189 0
197 190 0
197 191 0
197 192 0
197 193 0
197 194 0
197 195 0
197 196 0
197 197 0
198 0 1
198 1 0
198 2 0
198 3 0
198 4 0
198 5 0
198 6 0
198 7 0
198 8 0
198 9 0
198 10 0
198 11 0
198 12 0
198 13 0
198 14 0
198 15 0
198 16 0
198 17 0
198 18 0
198 19 0
198 20 0
198 21 0
198 22 0
198 23 0
198 24 0
198 25 0
198 26 0
198 27 0
198 28 0
198 29 0
198 30 0
198 31 0
198 32 0
198 33 0
198 34 0
198 35 0
198 36 0
198 37 0
198 38 0
198 39 0
198 40 0
198 41 0
198 42 0
198 43 0
198 44 0
198 45 0
198 46 0
198 47 0
198 48 0
198 49 0
198 50 0
198 51 0
198 52 0
198 53 0
198 54 0
198 55 0
198 56 0
198 57 0
198 58 0
198 59 0
198 60 0
198 61 0
198 62 0
198 63 0
198 64 0
198 65 0
198 66 0
198 67 0
198 68 0
198 69 0
198 70 0
198 71 0
198 72 0
198 73 0
198 74 0
198 75 0
198 76 0
198 77 0
198 78 0
198 79 0
198 80 0
198 81 0
198 82 0
198 83 0
198 84 0
198 85 0
198 86 0
198 87 0
198 88 0
198 89 0
198 90 0
198 91 0
198 92 0
198 93 0
198 94 0
198 95 0
198 96 0
198 97 0
198 98 0
198 99 0
198 100 0
198 101 0
198 102 0
198 103 0
198 104 0
198 105 0
198 106 0
198 107 0
198 108 0
198 109 0
198 110 0
198 111 0
198 112 0
198 113 0
198 114 0
198 115 0
198 116 0
198 117 0
198 118 0
198 119 0
198 120 0
198 121 0
198 122 0
198 123 0
198 124 0
198 125 0
198 126 0
198 127 0
198 128 0
198 129 0
198 130 0
198 131 0
198 132 0
198 133 0
198 134 0
198 135 0
198 136 0
198 137 0
198 138 0
198 139 0
198 140 0
198 141 0
198 142 0
198 143 0
198 144 0
198 145 0
198 146 0
198 147 0
198 148 0
198 149 0
198 150 0
198 151 0
198 152 0
198 153 0
198 154 0
198 155 0
198 156 0
198 157 0
198 158 0
198 159 0
198 160 0
198 161 0
198 162 0
198 163 0
198 164 0
198 165 0
198 166 0
198 167 0
198 168 0
198 169 0
198 170 0
198 171 0
198 172 0
198 173 0
198 174 0
198 175 0
198 176 0
198 177 0
198 178 0
198 179 0
198 180 0
198 181 0
198 182 0
198 183 0
198 184 0
198 185 0
198 186 0
198 187 0
198 188 0
198 189 0
198 190 0
198 191 0
198 192 0
198 193 0
198 194 0
198 195 0
198 196 0
198 197 0
198 198 0
199 0 1
199 1 0
199 2 0
199 3 0
199 4 0
199 5 0
199 6 0
199 7 0
199 8 0
199 9 0
199 10 0
199 11 0
199 12 0
199 13 0
199 14 0
199 15 0
199 16 0
199 17 0
199 18 0
199 19 0
199 20 0
199 21 0
199 22 0
199 23 0
199 24 0
199 25 0
199 26 0
199 27 0
199 28 0
199 29 0
199 30 0
199 31 0
199 32 0
199 33 0
199 34 0
199 35 0
199 36 0
199 37 0
199 38 0
199 39 0
199 40 0
199 41 0
199 42 0
199 43 0
199 44 0
199 45 0
199 46 0
199 47 0
199 48 0
199 49 0
199 50 0
199 51 0
199 52 0
199 53 0
199 54 0
199 55 0
199 56 0
199 57 0
199 58 0
199 59 0
199 60 0
199 61 0
199 62 0
199 63 0
199 64 0
199 65 0
199 66 0
199 67 0
199 68 0
199 69 0
199 70 0
199 71 0
199 72 0
199 73 0
199 74 0
199 75 0
199 76 0
199 77 0
199 78 0
199 79 0
199 80 0
199 81 0
199 82 0
199 83 0
199 84 0
199 85 0
199 86 0
199 87 0
199 88 0
199 89 0
199 90 0
199 91 0
199 92 0
199 93 0
199 94 0
199 95 0
199 96 0
199 97 0
199 98 0
199 99 0
199 100 0
199 101 0
199 102 0
199 103 0
199 104 0
199 105 0
199 106 0
199 107 0
199 108 0
199 109 0
199 110 0
199 111 0
199 112 0
199 113 0
199 114 0
199 115 0
199 116 0
199 117 0
199 118 0
199 119 0
199 120 0
199 121 0
199 122 0
199 123 0
199 124 0
199 125 0
199 126 0
199 127 0
199 128 0
199 129 0
199 130 0
199 131 0
199 132 0
199 133 0
199 134 0
199 135 0
199 136 0
199 137 0
199 138 0
199 139 0
199 140 0
199 141 0
199 142 0
199 143 0
199 144 0
199 145 0
199 146 0
199 147 0
199 148 0
199 149 0
199 150 0
199 151 0
199 152 0
199 153 0
199 154 0
199 155 0
199 156 0
199 157 0
199 158 0
199 159 0
199 160 0
199 161 0
199 162 0
199 163 0
199 164 0
199 165 0
199 166 0
199 167 0
199 168 0
199 169 0
199 170 0
199 171 0
199 172 0
199 173 0
199 174 0
199 175 0
199 176 0
199 177 0
199 178 0
199 179 0
199 180 0
199 181 0
199 182 0
199 183 0
199 184 0
199 185 0
199 186 0
199 187 0
199 188 0
199 189 0
199 190 0
199 191 0
199 192 0
199 193 0
199 194 0
199 195 0
199 196 0
199 197 0
199 198 0
199 199 0
200 0 1
200 1 0
200 2 0
200 3 0
200 4 is equal to 0
200 5 0
200 6 0
200 7 0
200 8 0
200 9 0
200 10 0
200 11 0
200 12 0
200 13 0
200 14 0
200 15 0
200 16 0
200 17 0
200 18 0
200 19 0
200 20 0
200 21 0
200 22 0
200 23 0
200 24 0
200 25 0
200 26 0
200 27 0
200 28 0
200 29 0
200 30 0
200 31 0
200 32 0
200 33 0
200 34 0
200 35 0
200 36 0
200 37 0
200 38 0
200 39 0
200 40 0
200 41 0
200 42 0
200 43 0
200 44 0
200 45 0
200 46 0
200 47 0
200 48 0
200 49 0
200 50 0
200 51 0
200 52 0
200 53 0
200 54 0
200 55 0
200 56 0
200 57 0
200 58 0
200 59 0
200 60 0
200 61 0
200 62 0
200 63 0
200 64 0
200 65 0
200 66 0
200 67 0
200 68 0
200 69 0
200 70 0
200 71 0
200 72 0
200 73 0
200 74 0
200 75 0
